99;noreply@ofd.ru;;;;;
100;noreply@ofd.ru;;;;;
101;noreply@ofd.ru;;;;;
102;noreply@ofd.ru;;;;;
103;noreply@ofd.ru;;;;;
104;noreply@ofd.ru;;;;;
105;noreply@ofd.ru;;;;;
106;noreply@ofd.ru;;;;;
107;noreply@ofd.ru;;;;;
108;noreply@ofd.ru;;;;;
109;noreply@ofd.ru;;;;;
110;noreply@ofd.ru;;;;;
111;noreply@ofd.ru;;;;;
112;noreply@ofd.ru;;;;;
113;noreply@ofd.ru;;;;;
114;noreply@ofd.ru;;;;;
115;noreply@ofd.ru;;;;;
116;noreply@ofd.ru;;;;;
117;noreply@ofd.ru;;;;;
118;noreply@ofd.ru;;;;;
119;noreply@ofd.ru;;;;;
120;noreply@ofd.ru;;;;;
121;noreply@ofd.ru;;;;;
122;noreply@ofd.ru;;;;;
123;noreply@ofd.ru;;;;;
124;noreply@ofd.ru;;;;;
125;noreply@ofd.ru;;;;;
126;noreply@ofd.ru;;;;;
127;noreply@ofd.ru;;;;;
128;noreply@ofd.ru;;;;;
129;noreply@ofd.ru;;;;;
130;noreply@ofd.ru;;;;;
131;noreply@ofd.ru;;;;;
132;noreply@ofd.ru;;;;;
133;noreply@ofd.ru;;;;;
134;noreply@ofd.ru;;;;;
135;noreply@ofd.ru;;;;;
136;noreply@ofd.ru;;;;;
137;noreply@ofd.ru;;;;;
138;noreply@ofd.ru;;;;;
139;noreply@ofd.ru;;;;;
140;noreply@ofd.ru;;;;;
141;noreply@ofd.ru;;;;;
142;noreply@ofd.ru;;;;;
143;noreply@ofd.ru;;;;;
144;noreply@ofd.ru;;;;;
145;noreply@ofd.ru;;;;;
146;noreply@ofd.ru;;;;;
147;noreply@ofd.ru;;;;;
148;noreply@ofd.ru;;;;;
149;noreply@ofd.ru;;;;;
150;noreply@ofd.ru;;;;;
151;noreply@ofd.ru;;;;;
152;noreply@ofd.ru;;;;;
153;noreply@ofd.ru;;;;;
154;noreply@ofd.ru;;;;;
155;noreply@ofd.ru;;;;;
156;noreply@ofd.ru;;;;;
157;noreply@ofd.ru;Тартин ржаной. Пекарня;88.0;1.0;8.0;шт
157;noreply@ofd.ru;Фарш из кролика, 500 г;387.0;1.0;35.18;шт
157;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;6.0;1.0;1.0;шт
157;noreply@ofd.ru;Козинак подсолнечный, 40 г;14.0;4.0;9.33;шт
157;noreply@ofd.ru;Баранки 'Молочные';56.0;1.0;5.09;шт
157;noreply@ofd.ru;Сливки 10%, 450 мл;122.0;1.0;11.09;шт
157;noreply@ofd.ru;Зур - беляш. Пекарня;121.0;1.0;11.0;шт
157;noreply@ofd.ru;Козинак арахисовый, 40 г;20.0;2.0;6.67;шт
157;noreply@ofd.ru;Котлета натуральная из индейки;565.0;0.535;27.48;кг
157;noreply@ofd.ru;Бананы;125.0;0.988;20.58;кг
158;noreply@ofd.ru;;;;;
159;noreply@ofd.ru;Козинак арахисовый, 40 г;17.96;4.0;11.97;шт
159;noreply@ofd.ru;Капустник с курицей. Пекарня;66.47;1.0;6.04;шт
159;noreply@ofd.ru;Яйцо куриное С0;117.17;1.0;10.65;-
159;noreply@ofd.ru;Наполнитель для кошачьего туалета, древесный;116.78;2.0;38.93;шт
159;noreply@ofd.ru;Котлеты 'Пожарские';247.03;1.0;22.46;шт
159;noreply@ofd.ru;Творог мягкий 'Злаки-ваниль';55.69;1.0;5.06;шт
159;noreply@ofd.ru;Мороженое пломбир в вафельном стаканчике;59.28;1.0;5.39;шт
159;noreply@ofd.ru;Козинак подсолнечный, 40 г;12.57;4.0;8.38;шт
159;noreply@ofd.ru;Творог мягкий 'Злаки-ваниль';55.69;1.0;5.06;шт
159;noreply@ofd.ru;Творог мягкий высокобелковый 6%;38.62;2.0;7.02;шт
159;noreply@ofd.ru;Мороженое пломбир в вафельном стаканчике;59.28;1.0;5.39;шт
159;noreply@ofd.ru;Баранки 'Молочные';50.3;1.0;4.57;шт
159;noreply@ofd.ru;Салат Шпинат, 125 г;209.93;1.0;19.08;шт
159;noreply@ofd.ru;Редис дайкон, фас;156.22;1.0;14.2;шт
159;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;7.34;1.0;1.22;шт
159;noreply@ofd.ru;Курник. Пекарня;67.37;1.0;6.12;шт
159;noreply@ofd.ru;Петрушка, 50 г;48.82;1.0;4.44;шт
159;noreply@ofd.ru;Тартин ржаной. Пекарня;79.05;1.0;7.19;шт
159;noreply@ofd.ru;Сок апельсиновый с мякотью восстановленный, 1 л;109.59;1.0;9.96;шт
159;noreply@ofd.ru;Сметана 15%;70.06;1.0;6.37;шт
159;noreply@ofd.ru;Огурцы гладкие;134.74;0.8;9.8;кг
159;noreply@ofd.ru;Томаты красные;242.15;0.8;17.61;кг
159;noreply@ofd.ru;Бананы;122.05;1.03;20.95;кг
160;noreply@ofd.ru;Эскимо пломбир ванильный в молочном шоколаде;60.72;1.0;5.52;шт
160;noreply@ofd.ru;Эскимо пломбир ванильный в молочном шоколаде;60.72;1.0;5.52;шт
160;noreply@ofd.ru;Баранки 'Молочные';51.52;1.0;4.68;шт
160;noreply@ofd.ru;Чизкейк мини 'Нью-Йорк';158.24;1.0;26.37;шт
160;noreply@ofd.ru;Эскимо пломбир ванильный в молочном шоколаде;60.72;1.0;5.52;шт
160;noreply@ofd.ru;Эскимо пломбир ванильный в молочном шоколаде;60.72;1.0;5.52;шт
160;noreply@ofd.ru;Эскимо пломбир ванильный в молочном шоколаде;60.72;1.0;5.52;шт
160;noreply@ofd.ru;Эскимо пломбир ванильный в молочном шоколаде;60.72;1.0;5.52;шт
160;noreply@ofd.ru;Сливки 10%, 450 мл;112.24;1.0;10.2;шт
160;noreply@ofd.ru;Фарш из говядины 'по стандарту ВкусВилл';274.0;1.0;24.91;шт
160;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;7.36;1.0;1.23;шт
160;noreply@ofd.ru;Эскимо пломбир ванильный в молочном шоколаде;60.72;1.0;5.52;шт
160;noreply@ofd.ru;Эскимо пломбир ванильный в молочном шоколаде;60.72;1.0;5.52;шт
161;noreply@ofd.ru;;;;;
162;noreply@ofd.ru;Колбаса 'Фуэт с трюфелем' с белой плесенью;402.96;1.0;67.16;шт
162;noreply@ofd.ru;Зур - беляш. Пекарня;111.32;1.0;10.12;шт
162;noreply@ofd.ru;Соус томатный шашлычный, 330 г;85.56;1.0;14.26;шт
162;noreply@ofd.ru;Баранки 'Молочные';51.52;1.0;4.68;шт
162;noreply@ofd.ru;Хлебцы томатные;74.52;1.0;6.77;шт
162;noreply@ofd.ru;Тартин пшеничный, половинка;49.68;1.0;4.52;шт
162;noreply@ofd.ru;Котлеты из мяса индейки с грибами;253.0;1.0;23.0;шт
162;noreply@ofd.ru;Сливки 10%, 450 мл;120.52;1.0;10.96;шт
162;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;7.36;1.0;1.23;шт
162;noreply@ofd.ru;Сметана 15%;75.44;1.0;6.86;шт
163;noreply@ofd.ru;;;;;
164;noreply@ofd.ru;Зур - беляш. Пекарня;111.32;1.0;10.12;шт
164;noreply@ofd.ru;Баранки 'Молочные';51.52;1.0;4.68;шт
164;noreply@ofd.ru;Плюшка 'Московская' с маком. Пекарня;50.6;1.0;4.6;шт
164;noreply@ofd.ru;Вареники с картофелем и луком;196.88;1.0;17.9;шт
164;noreply@ofd.ru;Яблоко Медовый хруст;195.0;1.0;17.73;кг
164;noreply@ofd.ru;Сливки 10%, 450 мл;120.52;1.0;10.96;шт
164;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;7.36;1.0;1.23;шт
164;noreply@ofd.ru;Курник. Пекарня;69.0;2.0;12.55;шт
164;noreply@ofd.ru;Авокадо Хасс, шт;145.0;2.0;26.36;шт
165;noreply@ofd.ru;;;;;
166;noreply@ofd.ru;;;;;
167;noreply@ofd.ru;Сметана 15%;75.44;1.0;6.86;шт
167;noreply@ofd.ru;Блинчики мини с мясом, замороженные;169.28;1.0;15.39;шт
167;noreply@ofd.ru;Изделие х.б 'Ржаной'. Пекарня;68.08;1.0;6.19;шт
167;noreply@ofd.ru;Яйцо куриное С0;120.0;1.0;10.91;-
167;noreply@ofd.ru;Авокадо Хасс, 2 шт;258.0;1.0;23.45;шт
167;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;7.36;1.0;1.23;шт
167;noreply@ofd.ru;Блинчики с творогом, замороженные;213.44;1.0;19.4;шт
167;noreply@ofd.ru;Огурцы гладкие;185.0;0.495;8.32;кг
167;noreply@ofd.ru;Окорочок утки охлажденный;564.0;0.525;26.92;кг
167;noreply@ofd.ru;Томаты красные;220.0;0.496;9.92;кг
168;noreply@ofd.ru;;;;;
169;noreply@ofd.ru;Наполнитель для кошачьего туалета, древесный;130.0;2.0;43.33;шт
169;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;8.0;2.0;2.67;шт
169;noreply@ofd.ru;Творог мягкий высокобелковый 6%;56.0;2.0;10.18;шт
169;noreply@ofd.ru;Творог мягкий с клубникой однородный 4,2%;70.0;2.0;12.73;шт
169;noreply@ofd.ru;Сливки 10%, 450 мл;131.0;1.0;11.91;шт
170;noreply@ofd.ru;;;;;
171;noreply@ofd.ru;Витамин D3 500 МЕ в капле;315.61;1.0;52.6;шт
171;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;7.2;2.0;2.4;шт
171;noreply@ofd.ru;Творог 5%;147.1;1.0;13.37;шт
171;noreply@ofd.ru;Рис круглозерный шлифованный, 500 г;80.24;1.0;7.29;шт
171;noreply@ofd.ru;Сметана 15%;73.1;1.0;6.65;шт
171;noreply@ofd.ru;Макароны перо рифленое;65.97;1.0;6.0;шт
171;noreply@ofd.ru;Картофель;55.27;2.0;10.05;кг
171;noreply@ofd.ru;Макаронные изделия 'Пружина', дурум;66.86;1.0;6.08;шт
171;noreply@ofd.ru;Мед натуральный, луговые медоносы, 500 г;307.58;1.0;51.26;шт
171;noreply@ofd.ru;Тартин пшеничный, половинка;48.14;1.0;4.38;шт
171;noreply@ofd.ru;Ребрышки говяжьи, 400 г;249.63;1.0;22.69;шт
171;noreply@ofd.ru;Козинак подсолнечный, 40 г;15.15;4.0;10.1;шт
171;noreply@ofd.ru;Творог мягкий 'Черника' 6%;59.73;2.0;10.86;шт
171;noreply@ofd.ru;Грибы Вешенка, 300 г;123.03;1.0;11.18;шт
171;noreply@ofd.ru;Творог мягкий 'Абрикос-апельсин' 3%;48.14;2.0;8.75;шт
171;noreply@ofd.ru;Бедро цыпленка бройлера;226.45;0.89;18.32;кг
171;noreply@ofd.ru;Манго Кент;264.79;0.6;14.44;кг
171;noreply@ofd.ru;Капуста белокочанная;105.2;1.2;11.48;кг
171;noreply@ofd.ru;Морковь мытая;102.52;0.988;9.21;кг
172;noreply@ofd.ru;;;;;
173;noreply@ofd.ru;Кефир 3,2%;83.0;1.0;7.55;шт
173;noreply@ofd.ru;Тартин пшенично ржаной. Пекарня;88.0;1.0;8.0;шт
173;noreply@ofd.ru;Айвар;200.0;1.0;33.33;шт
173;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;8.0;1.0;1.33;шт
173;noreply@ofd.ru;Сода пищевая 500 г;29.0;1.0;4.83;шт
173;noreply@ofd.ru;Яйцо куриное С0;96.0;1.0;8.73;-
173;noreply@ofd.ru;Лук зеленый, 80 г;80.0;1.0;7.27;шт
173;noreply@ofd.ru;Зур - беляш. Пекарня;121.0;1.0;11.0;шт
173;noreply@ofd.ru;Сок яблочный, 3 л;355.0;1.0;59.17;шт
173;noreply@ofd.ru;Томаты желтые;281.0;0.45;11.5;кг
174;noreply@ofd.ru;;;;;
175;noreply@ofd.ru;;;;;
176;noreply@ofd.ru;;;;;
177;noreply@ofd.ru;Паста зубная 'Комплексная', 75 мл;129.0;4.0;86.0;шт
177;noreply@ofd.ru;Тартин пшеничный, половинка, Пекарня;55.0;1.0;5.0;шт
177;noreply@ofd.ru;Хлеб 'Литовский', нарезка;46.0;1.0;4.18;шт
177;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;8.0;1.0;1.33;шт
177;noreply@ofd.ru;Наполнитель для кошачьего туалета, древесный;130.0;2.0;43.33;шт
177;noreply@ofd.ru;Бананы;119.0;0.996;19.75;кг
178;noreply@ofd.ru;;;;;
179;noreply@ofd.ru;Яйцо куриное С0;96.0;1.0;8.73;-
179;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;8.0;2.0;2.67;шт
179;noreply@ofd.ru;Творог мягкий 'Ягодное мороженое' 6%;71.0;2.0;12.91;шт
179;noreply@ofd.ru;Сок яблочный, 3 л;284.0;2.0;94.67;шт
179;noreply@ofd.ru;Тартин зерновой, половинка. Пекарня;65.0;1.0;5.91;шт
179;noreply@ofd.ru;Творог мягкий из топленого молока;56.0;2.0;10.18;шт
179;noreply@ofd.ru;Торт 'Медовик 'Традиционный';220.0;1.0;36.67;шт
179;noreply@ofd.ru;Сливки 10%, 450 мл;131.0;1.0;11.91;шт
179;noreply@ofd.ru;Творог мягкий 'Пломбир' 6%;71.0;2.0;12.91;шт
179;noreply@ofd.ru;Тесто замороженное дрожжевое, 500 г;118.0;1.0;19.67;шт
179;noreply@ofd.ru;Ирис с орехом кешью;79.0;1.0;13.17;шт
179;noreply@ofd.ru;Семечки белые отборные, обжаренные с солью;65.0;2.0;11.82;шт
179;noreply@ofd.ru;Кальмар филе очищенное, замороженное;755.0;0.791;54.29;кг
180;noreply@ofd.ru;;;;;
181;noreply@ofd.ru;Паштет Setra Говяжий 100 г;119.0;1.0;10.82;шт
181;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;8.0;1.0;1.33;шт
181;noreply@ofd.ru;Сливки 10%, 450 мл;131.0;1.0;11.91;шт
181;noreply@ofd.ru;Тартин пшенично-ржаной, половинка;54.0;1.0;4.91;шт
181;noreply@ofd.ru;Паштет Setra гусиный 100 г;119.0;1.0;10.82;шт
181;noreply@ofd.ru;Котлеты 'Пожарские';253.0;1.0;23.0;шт
181;noreply@ofd.ru;Паштет Setra из куриной печени 100 г;89.0;1.0;8.09;шт
181;noreply@ofd.ru;Чай черный 'Цейлонский' листовой;188.0;1.0;31.33;шт
181;noreply@ofd.ru;Томаты розовые Дагестан;261.0;0.725;17.2;кг
181;noreply@ofd.ru;Лук молодой репчатый;93.0;1.13;9.55;кг
182;noreply@ofd.ru;;;;;
183;noreply@ofd.ru;Сок яблочный, 3 л;284.0;1.0;47.33;шт
183;noreply@ofd.ru;Фарш из говядины 'Постный по стандарту ВВ';299.0;1.0;27.18;шт
183;noreply@ofd.ru;Базилик красный в горшочке;45.0;1.0;4.09;шт
183;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;8.0;1.0;1.33;шт
183;noreply@ofd.ru;Тартин зерновой, половинка. Пекарня;65.0;1.0;5.91;шт
183;noreply@ofd.ru;Сметана 15%;82.0;1.0;7.45;шт
183;noreply@ofd.ru;Тесто замороженное дрожжевое, 500 г;118.0;1.0;19.67;шт
183;noreply@ofd.ru;Яйцо куриное С0;96.0;1.0;8.73;-
183;noreply@ofd.ru;Семечки белые отборные, обжаренные с солью;65.0;2.0;11.82;шт
183;noreply@ofd.ru;Огурцы короткоплодные;155.0;0.446;6.28;кг
184;noreply@ofd.ru;;;;;
185;noreply@ofd.ru;Соус томатный шашлычный, 330 г;82.96;1.0;13.83;шт
185;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;8.0;1.0;1.33;шт
185;noreply@ofd.ru;Сметана 15%;82.0;1.0;7.45;шт
185;noreply@ofd.ru;Козинак арахисовый, 40 г;25.0;2.0;8.33;шт
185;noreply@ofd.ru;Котлета 'Стейкбургер';279.0;1.0;25.36;шт
185;noreply@ofd.ru;Козинак подсолнечный, 40 г;17.0;2.0;5.67;шт
185;noreply@ofd.ru;Пельмени 'Сибирское Трио';265.0;2.0;48.18;шт
186;noreply@ofd.ru;;;;;
187;noreply@ofd.ru;;;;;
188;noreply@ofd.ru;Фарш из говядины 'по стандарту ВкусВилл';274.0;1.0;24.91;шт
188;noreply@ofd.ru;Авокадо Хасс, 2 шт;195.0;1.0;17.73;шт
188;noreply@ofd.ru;Яйцо куриное С0;96.0;1.0;8.73;-
188;noreply@ofd.ru;Тесто замороженное дрожжевое, 500 г;106.2;1.0;17.7;шт
188;noreply@ofd.ru;Сливки 10%, 450 мл;117.9;1.0;10.72;шт
188;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;7.2;2.0;2.4;шт
188;noreply@ofd.ru;Масло сливочное 82,5%, 200 г;169.2;10.0;153.82;шт
188;noreply@ofd.ru;Тартин зерновой. Пекарня;103.5;1.0;9.41;шт
188;noreply@ofd.ru;Чеснок молодой;284.0;0.16;4.13;кг
188;noreply@ofd.ru;Картофель;88.0;3.04;24.32;кг
188;noreply@ofd.ru;Томаты сливка красные;135.0;1.03;12.64;кг
189;noreply@ofd.ru;;;;;
190;noreply@ofd.ru;Яйцо куриное СО Волжанин 10 шт;104.49;1.0;9.5;шт
190;noreply@ofd.ru;Пельмени 'Сибирское Трио';216.7;3.0;59.1;шт
190;noreply@ofd.ru;Семечки белые отборные, обжаренные с солью;53.15;1.0;4.83;шт
190;noreply@ofd.ru;Творог мягкий высокобелковый 6%;47.43;2.0;8.62;шт
190;noreply@ofd.ru;Айран 2%;50.7;1.0;4.61;шт
190;noreply@ofd.ru;Чай черный 'Цейлонский' листовой;153.73;1.0;25.62;шт
190;noreply@ofd.ru;Творог 5%;134.93;1.0;12.27;шт
190;noreply@ofd.ru;Хлеб 'Кампань' с семенами льна. Пекарня;69.51;1.0;6.32;шт
190;noreply@ofd.ru;Творог мягкий 'Черника' 6%;54.79;2.0;9.96;шт
190;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;6.57;2.0;2.19;шт
190;noreply@ofd.ru;Авокадо Хасс, 2 шт;147.19;1.0;13.38;шт
190;noreply@ofd.ru;Манго Доминикана;269.18;0.558;13.65;кг
190;noreply@ofd.ru;Горбуша стейк замороженный;449.77;0.572;23.39;кг
191;noreply@ofd.ru;;;;;
192;noreply@ofd.ru;Молоко цельное в бутылке;72.9;1.0;6.63;шт
192;noreply@ofd.ru;Огурцы короткоплодные;128.0;1.0;11.64;кг
192;noreply@ofd.ru;Стейк Рибай из говядины;451.0;2.0;82.0;шт
192;noreply@ofd.ru;Котлеты 'Пожарские';202.0;1.0;18.36;шт
192;noreply@ofd.ru;Мята в горшочке;45.0;1.0;4.09;шт
192;noreply@ofd.ru;Картофель молодой Азербайджан;95.0;2.0;17.27;кг
192;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;7.2;1.0;1.2;шт
192;noreply@ofd.ru;Томаты розовые;225.0;1.0;20.45;кг
192;noreply@ofd.ru;Тартин пшенично ржаной. Пекарня;71.1;1.0;6.46;шт
192;noreply@ofd.ru;Редька зеленая, 600 г;90.0;1.0;8.18;шт
192;noreply@ofd.ru;Редис свежий, вес;190.0;0.5;8.64;кг
193;noreply@ofd.ru;;;;;
194;noreply@ofd.ru;Учпучмак. Пекарня;63.21;2.0;11.49;шт
194;noreply@ofd.ru;Колбаса вареная 'ВкусВилл';309.24;1.0;28.11;шт
194;noreply@ofd.ru;Квас 'Домашний' 1л;108.91;1.0;18.15;шт
194;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;7.82;1.0;1.3;шт
194;noreply@ofd.ru;Тартин пшеничный. Пекарня;76.82;1.0;6.98;шт
194;noreply@ofd.ru;Лук зеленый, 80 г;77.79;1.0;7.07;шт
194;noreply@ofd.ru;Хлеб Бородинский, 250 г, Пекарня;72.93;1.0;6.63;шт
194;noreply@ofd.ru;Сметана 15%;71.96;1.0;6.54;шт
194;noreply@ofd.ru;Беляши с говядиной и свининой;206.16;1.0;18.74;шт
194;noreply@ofd.ru;Огурцы среднеплодные;120.58;0.51;5.59;кг
195;noreply@ofd.ru;;;;;
196;noreply@ofd.ru;;;;;
197;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;8.0;1.0;1.33;шт
197;noreply@ofd.ru;Фарш из говядины и свинины, 400 г;277.0;1.0;25.18;шт
197;noreply@ofd.ru;Сметана 15%;74.0;1.0;6.73;шт
197;noreply@ofd.ru;Геркулес 'Овсяные хлопья', 400 г;52.0;1.0;4.73;шт
197;noreply@ofd.ru;Яйцо куриное С0;96.0;1.0;8.73;-
197;noreply@ofd.ru;Сливки 10%, 450 мл;118.0;1.0;10.73;шт
197;noreply@ofd.ru;Крупа кукурузная, 500 г;59.0;1.0;5.36;шт
197;noreply@ofd.ru;Тартин пшенично ржаной. Пекарня;79.0;1.0;7.18;шт
197;noreply@ofd.ru;Семга филе на коже замороженное;1764.0;1.028;302.23;кг
198;noreply@ofd.ru;Творог мягкий высокобелковый 6%;51.31;4.0;18.66;шт
198;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;7.99;1.0;1.33;шт
198;noreply@ofd.ru;Крупа гречневая ядрица, 900 г;138.16;2.0;25.12;шт
198;noreply@ofd.ru;Макароны 'Спагетти';48.35;8.0;35.16;шт
198;noreply@ofd.ru;Семечки белые отборные, обжаренные с солью;58.22;1.0;5.29;шт
198;noreply@ofd.ru;Баклажаны;205.26;0.395;7.37;кг
198;noreply@ofd.ru;Томаты розовые Дагестан;271.38;0.954;23.54;кг
198;noreply@ofd.ru;Сыр 'Колотый край';1270.1;0.269;31.06;кг
199;noreply@ofd.ru;;;;;
200;noreply@ofd.ru;;;;;
201;noreply@ofd.ru;Чечевица красная, 450 г;98.0;1.0;8.91;шт
201;noreply@ofd.ru;Хлеб 'Милимас', нарезка;80.0;1.0;7.27;шт
201;noreply@ofd.ru;Авокадо Хасс, шт;68.0;2.0;12.36;шт
201;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;8.0;1.0;1.33;шт
201;noreply@ofd.ru;Творог мягкий высокобелковый 6%;58.0;4.0;21.09;шт
201;noreply@ofd.ru;Яйцо куриное С0;96.0;2.0;17.45;-
201;noreply@ofd.ru;Сметана 15%;82.0;1.0;7.45;шт
201;noreply@ofd.ru;Рис круглозерный шлифованный, 500 г;90.0;1.0;8.18;шт
201;noreply@ofd.ru;Томаты розовые Азербайджан;214.0;0.99;19.26;кг
201;noreply@ofd.ru;Картофель молодой;73.0;2.49;16.52;кг
202;noreply@ofd.ru;;;;;
203;noreply@ofd.ru;;;;;
204;noreply@ofd.ru;Губки кухонные, 5 шт;55.0;1.0;9.17;шт
204;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;8.0;1.0;1.33;шт
204;noreply@ofd.ru;Треугольник с уткой. Пекарня;120.0;1.0;10.91;шт
204;noreply@ofd.ru;Осетинский пирог с сыром. Пекарня;215.0;1.0;19.55;шт
204;noreply@ofd.ru;Салат с баклажаном и сыром 'Фета';210.0;1.0;35.0;шт
204;noreply@ofd.ru;Вок с креветкой в соево-чесночном соусе;338.0;1.0;56.33;шт
204;noreply@ofd.ru;Изделие х.б 'Чиабатта', Пекарня;80.0;1.0;7.27;шт
205;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;8.0;1.0;1.33;шт
205;noreply@ofd.ru;Паштет Setra куриный 100 г;85.0;1.0;7.73;шт
205;noreply@ofd.ru;Шоколад молочный;125.0;1.0;20.83;шт
205;noreply@ofd.ru;Фарш из говядины 'по стандарту ВкусВилл';246.0;1.0;22.36;шт
205;noreply@ofd.ru;Паштет Setra из куриной печени 100 г;85.0;1.0;7.73;шт
205;noreply@ofd.ru;Огурцы короткоплодные;128.0;0.468;5.45;кг
205;noreply@ofd.ru;Колбаса запеченная из индейки;904.0;0.287;23.59;кг
205;noreply@ofd.ru;Сыр 'Колотый край';1144.0;0.254;26.42;кг
206;noreply@ofd.ru;;;;;
207;noreply@ofd.ru;Пакет-майка 'Избёнка' малый;8.0;1.0;1.33;шт
207;noreply@ofd.ru;Сельдь филе-кусочки с луком в масле;156.0;1.0;14.18;шт
207;noreply@ofd.ru;Яйцо куриное С0;96.0;1.0;8.73;-
207;noreply@ofd.ru;Квас нефильтрованный неосветленный, 1 л;95.0;1.0;15.83;шт
207;noreply@ofd.ru;Тартин зерновой, половинка. Пекарня;65.0;1.0;5.91;шт
